price_date,o_meat_beef,h_meat_beef,l_meat_beef,c_meat_beef,inflation_meat_beef
2011-02-01,125469.01294117648,125992.48294117647,124955.71147058824,125518.45220588235,0.22029411764705883
2011-03-01,125538.85147058824,126136.42970588236,125029.92794117646,125806.5188235294,0.40720588235294114
2011-04-01,125835.82764705882,126459.97911764706,125313.92014705883,126120.7038235294,0.5294117647058824
2011-05-01,126163.56985294117,126719.83852941176,125611.61470588237,126194.92544117647,0.8344117647058824
2011-06-01,126247.99941176471,126754.18470588236,125687.4744117647,126124.98852941177,0.6758823529411765
2011-07-01,126184.65794117647,126693.14676470589,125661.41161764706,126205.63279411764,0.6961764705882354
2011-08-01,126239.70397058822,126726.39705882352,125740.05176470587,126231.01088235294,0.7182352941176471
2011-09-01,126261.0475,126726.25294117646,125724.06735294117,125984.59794117647,0.5201470588235294
2011-10-01,126065.99955882353,126557.85705882352,125491.21647058825,125775.12573529413,0.31661764705882356
2011-11-01,125829.53014705883,126350.3669117647,125297.80044117647,125789.90779411765,0.2675
2011-12-01,125838.99779411765,126375.51058823531,125326.55367647059,125923.26999999999,0.3101470588235294
2012-01-01,125967.22294117647,126500.94632352941,125443.51852941175,125996.45411764707,0.476764705882353
2012-02-01,126059.70279411763,126561.29661764705,125494.19044117646,125876.41132352942,0.3004411764705882
2012-03-01,125949.71749999998,126441.42514705882,125434.32102941176,125884.75441176472,0.0713235294117647
2012-04-01,125941.13602941176,126418.13823529413,125460.36764705883,125878.16455882353,-0.18735294117647058
2012-05-01,125954.5294117647,126428.4236764706,125399.28661764706,125720.82705882353,-0.36647058823529416
2012-06-01,125791.85970588237,126320.06191176471,125240.24779411765,125761.35573529411,-0.2788235294117647
2012-07-01,125814.35823529412,126328.52514705884,125317.65499999998,125782.19147058822,-0.3261764705882353
2012-08-01,125849.31191176471,126357.85514705883,125339.77911764706,125834.19823529413,-0.30926470588235294
2012-09-01,125892.47249999999,126381.21411764706,125371.2319117647,125813.82088235294,-0.13
2012-10-01,125882.12308823531,126367.27588235294,125398.72485294116,125926.53147058825,0.13058823529411767
2012-11-01,125952.64352941175,126440.64294117648,125460.95426470588,125973.6438235294,0.15308823529411764
2012-12-01,126019.16397058824,126592.58661764707,125545.11602941177,126237.4,0.255
2013-01-01,126284.9563235294,126820.59323529412,125789.5130882353,126310.0423529412,0.24485294117647058
2013-02-01,126357.65088235294,126870.82941176472,125888.44485294117,126454.10147058824,0.45735294117647063
2013-03-01,126508.37691176472,127000.45823529412,125995.75926470589,126399.9111764706,0.4036764705882353
2013-04-01,126439.41294117647,126927.82088235294,125912.96014705881,126360.72470588234,0.3804411764705882
2013-05-01,126418.51147058823,126926.05661764706,125856.42279411765,126338.40102941176,0.4882352941176471
2013-06-01,126393.11955882354,126909.82235294118,125864.18970588235,126324.31102941177,0.44544117647058823
2013-07-01,126361.84720588234,126873.57367647058,125870.3430882353,126335.74529411765,0.43823529411764706
2013-08-01,126387.65117647058,126855.30955882354,125735.84279411765,125984.85338235293,0.11926470588235295
2013-09-01,126064.22117647057,126580.46279411766,125502.67352941178,125870.84470588235,0.04308823529411764
2013-10-01,125919.26455882353,126420.72764705883,125397.79029411764,125820.53676470589,-0.08455882352941177
2013-11-01,125879.70411764707,126367.67338235292,125357.81544117646,125784.3338235294,-0.15117647058823527
2013-12-01,125843.54397058825,126354.76088235294,125282.4986764706,125750.55367647059,-0.3848529411764706
2014-01-01,125812.90485294117,126295.11264705882,125310.57161764705,125713.73382352942,-0.4626470588235294
2014-02-01,125766.42544117647,126237.96544117648,125272.07470588235,125743.63867647058,-0.5595588235294118
2014-03-01,125818.15749999999,126468.22205882352,125366.82088235294,126234.2857352941,-0.12676470588235295
2014-04-01,126251.00794117649,126760.0655882353,125656.15264705883,126094.04044117648,-0.20602941176470588
2014-05-01,126178.71352941176,126686.20999999999,125657.24544117646,126177.16044117647,-0.12705882352941178
2014-06-01,126231.03411764707,126773.52161764707,125655.7638235294,126124.46338235294,-0.1589705882352941
2014-07-01,126172.4125,126698.16529411764,125666.90279411766,126233.75735294117,-0.08529411764705883
2014-08-01,126293.19014705882,126800.55485294119,125798.3711764706,126335.23279411765,0.2785294117647059
2014-09-01,126384.53617647057,126911.47014705883,125862.9919117647,126435.6655882353,0.45294117647058824
2014-10-01,126465.76455882353,126969.80102941177,125962.99338235296,126399.82544117648,0.46441176470588236
2014-11-01,126460.63632352941,126934.05485294119,125944.33867647058,126297.4417647059,0.4148529411764706
2014-12-01,126354.44661764705,126851.26455882353,125749.93764705882,126113.35455882351,0.29161764705882354
2015-01-01,126169.65205882353,126683.05147058824,125585.8025,125993.70897058825,0.22338235294117648
2015-02-01,126060.45588235294,126545.92926470588,125515.3725,125852.23073529411,0.08838235294117647
2015-03-01,125926.1655882353,126414.87264705882,125298.78544117647,125649.00205882353,-0.4545588235294118
2015-04-01,125701.83088235294,126236.17735294119,125162.99941176471,125730.2805882353,-0.28411764705882353
2015-05-01,125774.81044117647,126293.36132352942,125244.23882352942,125741.66602941175,-0.33397058823529413
2015-06-01,125832.45985294117,126730.17705882352,125312.63661764705,126522.11764705883,0.31823529411764706
2015-07-01,126545.63073529412,127672.64279411767,125938.90102941176,127536.66500000001,1.0429411764705883
2015-08-01,127512.10647058825,128344.84647058824,126805.05338235295,127842.33529411766,1.2013235294117646
2015-09-01,127887.45823529412,128770.325,127292.26073529413,128403.8280882353,1.5611764705882352
2015-10-01,128420.93382352941,129089.46088235294,127441.96632352943,127768.19691176471,1.0870588235294119
2015-11-01,127820.30514705883,128495.55602941177,126949.55102941177,127335.42044117647,0.8232352941176471
2015-12-01,127391.26691176472,128022.74779411765,126200.53676470589,126388.53544117647,0.21676470588235294
2016-01-01,126488.78500000002,127227.91529411764,125532.30514705883,125863.55147058824,-0.10441176470588234
2016-02-01,125949.83044117648,126648.3111764706,125179.10852941178,125749.09088235293,-0.08147058823529411
2016-03-01,125809.89588235294,126477.38647058823,125191.69102941177,125966.11897058823,0.24985294117647056
2016-04-01,126014.66279411766,126571.93676470587,125441.99882352941,125963.3094117647,0.18735294117647058
2016-05-01,126021.25617647059,126559.19823529413,125389.01102941176,125732.90838235294,-0.01191176470588235
2016-06-01,125820.22102941175,126400.93926470587,125263.70749999999,125863.38529411763,-0.5186764705882352
2016-07-01,125920.39911764707,127290.17823529411,125066.88867647058,126630.23882352942,-0.7185294117647059
2016-08-01,126672.46617647058,127964.13029411764,125459.1380882353,126767.8548529412,-0.8430882352941176
2016-09-01,126821.84426470588,128002.55838235295,125523.90382352943,126720.63147058823,-1.3005882352941176
2016-10-01,126796.56294117647,127728.2319117647,125487.63867647058,126106.72691176471,-1.2992647058823528
2016-11-01,126118.87132352941,127178.67970588236,125013.40073529411,126112.84367647057,-0.9713235294117647
2016-12-01,126158.94970588235,127396.58897058824,125122.7738235294,126422.23985294119,0.018676470588235256
2017-01-01,126482.00161764705,127578.88117647059,125473.87838235295,126451.9425,0.45544117647058824
2017-02-01,126464.53000000001,127343.22882352943,125487.91205882352,126387.44499999999,0.48014705882352937
2017-03-01,126428.1544117647,127341.38117647059,125450.19632352941,126267.37985294117,0.20911764705882355
2017-04-01,126347.69867647058,127993.75735294117,125167.98088235293,126897.84720588234,0.7277941176470588
2017-05-01,126975.8586764706,128138.27514705884,125879.69205882354,127058.39294117648,1.0564705882352943
2017-06-01,127164.59911764706,128025.40529411765,126319.31044117647,127215.30794117646,1.0833823529411766
2017-07-01,127297.41455882353,128030.23529411765,126549.53147058825,127307.04176470588,0.575735294117647
2017-08-01,127330.37132352941,127989.56529411764,126683.55882352941,127371.56176470587,0.5311764705882352
2017-09-01,127431.9819117647,128065.16632352943,126809.08867647058,127460.47102941175,0.7217647058823529
2017-10-01,127523.77102941176,128108.78176470588,126948.99014705882,127549.34455882352,1.2958823529411765
2017-11-01,127581.2336764706,128178.59764705884,127034.89367647059,127624.06691176472,1.4158823529411766
2017-12-01,127650.01838235294,128274.69235294117,127076.98661764705,127810.60279411764,1.2488235294117647
2018-01-01,127838.8625,128407.41647058824,127236.8669117647,127666.29014705883,1.0979411764705882
2018-02-01,127729.2194117647,128284.50647058823,127141.95661764707,127741.43073529411,1.2389705882352942
2018-03-01,127772.63352941176,128300.97411764706,127225.2030882353,127753.6069117647,1.3079411764705882
2018-04-01,127811.74544117646,128321.1888235294,127297.35764705883,127795.30926470587,0.753235294117647
2018-05-01,127831.4630882353,128355.78088235293,127307.78132352943,127837.75573529412,0.6289705882352942
2018-06-01,127907.32323529413,128426.56029411765,127383.20397058822,127852.19499999999,0.5083823529411765
2018-07-01,127910.97485294119,128522.58823529411,127363.25838235294,128027.1625,0.5694117647058823
2018-08-01,128062.93676470587,128613.0419117647,127188.67382352942,127473.85397058824,0.08852941176470588
2018-09-01,127557.84470588235,128333.48602941178,126914.0725,127827.15426470588,0.2898529411764706
2018-10-01,127864.02220588236,128733.48411764705,127244.87264705882,128371.02249999999,0.6433823529411765
2018-11-01,128381.76676470588,129084.50323529413,127636.7211764706,128199.54455882352,0.44764705882352945
2018-12-01,128289.96647058825,129128.25970588236,127660.08676470589,128825.46588235293,0.7902941176470588
2019-01-01,128820.28044117648,129634.83499999999,128138.66882352941,129027.15426470588,1.0616176470588234
2019-02-01,129056.63088235294,129703.9319117647,128338.82382352941,128875.37485294118,0.8897058823529411
2019-03-01,128900.87132352941,129652.82661764708,128281.03264705883,129263.90926470589,1.1772058823529412
2019-04-01,129266.71470588235,129909.43102941177,128515.29235294116,128954.88411764705,0.9063235294117648
2019-05-01,129061.60014705884,129757.09970588234,128324.78176470588,128989.225,0.8960294117647059
2019-06-01,129019.22882352943,129723.47235294117,128357.25102941177,129135.49382352941,1.0035294117647058
2019-07-01,129162.59500000002,129794.92088235293,128534.98073529411,129177.88661764705,0.9041176470588235
2019-08-01,129208.74220588236,129825.5780882353,128535.03955882353,129098.4180882353,1.2702941176470588
2019-09-01,129155.27323529412,129791.52999999998,128556.62264705882,129260.44205882354,1.124264705882353
2019-10-01,129272.44205882354,129912.30808823528,128719.41441176471,129480.15838235294,0.8673529411764705
2019-11-01,129533.57029411764,130175.47823529411,128972.36205882352,129734.89705882352,1.2038235294117647
2019-12-01,129758.12838235295,130452.67661764706,129135.75911764705,129923.86220588237,0.8533823529411765
2020-01-01,129939.90661764707,130887.35602941175,127671.52867647058,128374.66102941176,-0.5226470588235294
2020-02-01,128436.81058823528,129844.57617647058,126869.69088235295,128170.27308823529,-0.5802941176470588
2020-03-01,128170.75058823529,129322.90455882353,126880.08705882353,127944.09529411765,-1.0564705882352943
2020-04-01,127992.4219117647,129157.02911764706,126965.58279411765,128285.52926470588,-0.5510294117647059
2020-05-01,128358.69529411764,129744.83088235294,127337.67911764706,128924.53764705884,-0.07926470588235295
2020-06-01,128909.19264705882,130031.59514705883,127682.56294117647,128676.17455882352,-0.38735294117647057
2020-07-01,128783.57897058822,129781.31985294117,127410.18544117647,128246.70602941175,-0.7614705882352941
2020-08-01,128401.09882352942,129497.74029411764,127378.27235294117,128596.08161764707,-0.4275
2020-09-01,128644.0780882353,129616.87323529413,127348.91544117648,128120.1048529412,-0.9189705882352941
2020-10-01,128203.6725,129185.38235294117,127239.46382352943,128233.06323529413,-0.9992647058823529
2020-11-01,128250.61661764706,129394.08426470589,127361.02470588234,128535.64220588235,-0.9655882352941179
2020-12-01,128548.11308823529,129804.95441176472,127578.44014705882,128980.91279411766,-0.7664705882352942
2021-01-01,128975.0419117647,130762.5742647059,127885.79676470588,129940.84426470588,1.2155882352941176
2021-02-01,129881.99147058824,131437.32926470588,128780.25544117646,130560.27426470589,1.925
2021-03-01,130503.65014705884,131939.26,129372.07661764708,131041.0125,2.5148529411764704
2021-04-01,131014.8263235294,132843.26514705882,129980.13529411763,132240.06455882353,3.155147058823529
2021-05-01,132263.10676470588,134513.60014705884,131125.30705882353,133847.33779411766,3.9155882352941176
2021-06-01,133877.31426470587,135360.70897058825,132541.2792647059,134324.31823529414,4.482941176470588
2021-07-01,134386.36955882353,136083.75529411764,133028.01147058822,135110.5375,5.45235294117647
2021-08-01,135077.97294117647,136806.67352941178,133778.68352941176,135594.93926470587,5.535294117647059
2021-09-01,135543.64029411762,136823.1848529412,134124.37176470587,135489.935,5.846764705882353
2021-10-01,135508.41470588234,136848.45573529412,134478.70411764708,135919.84838235294,6.090588235294118
2021-11-01,135932.29838235292,137206.47235294117,134788.3080882353,136142.5369117647,6.017058823529412
2021-12-01,136181.5638235294,137768.0925,135051.1575,136799.2311764706,6.181176470588235
2022-01-01,136805.445,138562.80088235292,135531.6261764706,137438.99382352942,5.909852941176471
2022-02-01,137487.9305882353,139301.5644117647,136183.61088235292,138395.33088235295,6.171617647058824
2022-03-01,138421.47485294117,141376.44294117647,137141.14602941176,140668.63161764704,7.5424999999999995
2022-04-01,140621.1557352941,143683.76676470588,139066.98455882352,142817.84617647057,8.176911764705881
2022-05-01,142792.995,146186.06720588237,141235.1142647059,145506.25014705883,8.89029411764706
2022-06-01,145509.13294117645,147971.30602941176,143814.34088235293,146713.90764705883,9.391176470588235
2022-07-01,146744.59132352943,148899.52205882352,145123.69735294118,147547.46897058823,9.36970588235294
2022-08-01,147540.8367647059,149132.41102941174,145758.74264705883,147512.28426470587,8.924117647058823
2022-09-01,147542.5355882353,149175.1780882353,146088.4425,147673.77514705883,9.156617647058823
2022-10-01,147752.65161764706,149173.34117647057,146309.1454411765,147794.75352941177,8.881617647058825
2022-11-01,147854.08970588236,149354.14573529412,146586.48382352942,148143.4132352941,8.958235294117646
2022-12-01,148211.6582352941,149571.88955882355,146986.74602941176,148332.66102941174,8.534705882352942
2023-01-01,148381.52985294117,149736.80161764706,147299.7105882353,148892.4330882353,8.43
2023-02-01,148903.8498529412,150153.26044117648,147682.1688235294,149055.94588235294,7.826470588235295
2023-03-01,149119.40838235294,150501.36764705883,148001.6951470588,149631.3992647059,6.519852941176471
2023-04-01,149687.5805882353,151443.78455882354,148558.30779411763,150486.95455882352,5.510147058823529
2023-05-01,150494.53294117647,151791.4682352941,148985.38823529411,150310.5325,3.3786764705882355
2023-06-01,150399.58735294116,151682.95073529411,149032.55073529412,150132.3392647059,2.3936764705882356
2023-07-01,150121.12147058823,151363.53088235293,148904.53838235294,149975.48514705882,1.7191176470588236
